SITE FOLDER NAME,COUNTY,LATITUDE,LONGITUDE,FIRST YEAR,LAST YEAR,NUMBER OF MONTHS WITH OBSERVATIONS,NUMBER OF GAPS
SOYLAND-MOOR-BYRON-EDGE,YORKSHIRE WEST RIDING,53.6693,-2.0423,1924,1960,444,0
SOYLAND-MOOR-GREYSTONES,YORKSHIRE WEST RIDING,53.6576,-1.9969,1900,1960,732,0
SOYLAND-MOOR-MANSHEAD,YORKSHIRE WEST RIDING,53.6738,-2.0045,1900,1960,732,0
SOYLAND-MOOR-RISHWORTH-DRAIN,YORKSHIRE WEST RIDING,53.6558,-2.0302,1924,1960,444,0
SOYLAND-MOOR-STANSFIELD-HEY,YORKSHIRE WEST RIDING,53.6666,-1.9652,1928,1960,388,8
SOYLAND-MOOR-SUMMIT,YORKSHIRE WEST RIDING,53.6549,-2.0302,1900,1960,731,1
SPALDING-GRAMMAR-SCHOOL,LINCOLNSHIRE,52.7830,-0.1540,1937,1960,261,27
SPALDING-MARSH-FARM,LINCOLNSHIRE,52.8050,-0.1290,1926,1946,238,14
SPALDING-PODE-HOLE,LINCOLNSHIRE,52.7810,-0.2020,1829,1960,1584,0
SPALDING-SURVEYORS-DEPOT,LINCOLNSHIRE,52.7860,-0.1570,1937,1960,264,24
SPALDING-WESTON-ST-MARY,LINCOLNSHIRE,52.8040,-0.0940,1936,1960,295,5
SPEAN-BRIDGE-SGURR-FINISGAIG,INVERNESS,56.8383,-4.9687,1926,1960,396,24
SPEAN-BRIDGE-SPEAN-LODGE,INVERNESS,56.8915,-4.9221,1906,1960,408,252
SPEAN-BRIDGE-THE-COUR,INVERNESS,56.8395,-4.9164,1927,1960,400,8
SPELDHURST-RECTORY,KENT,51.1499,0.2190,1891,1950,542,178
SPILSBY,LINCOLNSHIRE,53.1740,0.0930,1878,1945,757,59
SPILSBY-EAST-KEAL,LINCOLNSHIRE,53.1570,0.0650,1896,1944,553,35
SPILSBY-HAGNABY-PRIORY,LINCOLNSHIRE,53.1430,0.0110,1893,1918,307,5
SPOFFORTH-SEWAGE-WORKS,YORKSHIRE WEST RIDING,53.9673,-1.4360,1906,1960,660,0
SPONDON-DERBY-SEWAGE-WORKS,DERBYSHIRE,52.9119,-1.4230,1910,1960,608,4
SPORLE,NORFOLK,52.6679,0.7315,1900,1934,420,0
SPRINGTHORPE-RECTORY,LINCOLNSHIRE,53.3970,-0.6810,1911,1937,311,13
SPRINKLING-TARN,CUMBERLAND,54.4714,-3.1943,1846,1960,984,396
SPROWSTON-OAK-LODGE,NORFOLK,52.6664,1.3187,1872,1956,962,58
ST-ABBS-HEAD,BERWICKSHIRE,55.9158,-2.1408,1862,1960,1163,25
ST-AGNES-CHURCH-TOWN,CORNWALL,50.3112,-5.2023,1863,1960,1074,102
ST-ALBANS-COUNTY-MUSEUM,HERTFORDSHIRE,51.7542,-0.3340,1887,1942,660,12
ST-ALBANS-GORHAMBURY,HERTFORDSHIRE,51.7578,-0.3859,1853,1960,1248,48
ST-ALBANS-HILL-END-HOSPITAL,HERTFORDSHIRE,51.7469,-0.2998,1903,1960,696,0
ST-ANDREWS,FIFE,56.3436,-2.8072,1913,1960,576,0
ST-ANDREWS-CASTLE-CLIFF,FIFE,56.3425,-2.7914,1874,1890,142,62
ST-ANDREWS-WW,FIFE,56.3266,-2.8004,1904,1960,684,0
ST-ANNES-ON-THE-SEA,LANCASHIRE,53.7493,-3.0327,1893,1950,560,136
ST-ASAPH-BRYNBELLA,FLINTSHIRE,53.2424,-3.3801,1866,1871,72,0
ST-ASAPH-WIGFAIR,DENBIGHSHIRE,53.2289,-3.4590,1910,1949,469,11
ST-AUSTELL-POLCARNE,CORNWALL,50.3355,-4.7908,1866,1887,227,37
ST-AUSTELL-TREVARNA,CORNWALL,50.3391,-4.7839,1864,1950,1035,9
ST-BEES-FERN-BANK,CUMBERLAND,54.4929,-3.5840,1920,1949,302,58
ST-BEUNOS-COLLEGE,FLINTSHIRE,53.2568,-3.3805,1893,1960,689,127
ST-BOSWELLS-ELLISTON,ROXBURGHSHIRE,55.5510,-2.6847,1872,1909,444,12
ST-BOSWELLS-MONKSFORD,ROXBURGHSHIRE,55.5852,-2.6679,1905,1950,484,68
ST-BOSWELLS-THE-FENS,ROXBURGHSHIRE,55.5729,-2.6280,1904,1934,372,0
ST-CATHERINES-POINT-LIGHTHOUSE,ISLE OF WIGHT,50.5790,-1.2885,1925,1960,428,4
ST-DAVIDS,PEMBROKESHIRE,51.8817,-5.2691,1878,1920,513,3
ST-ENDELLION-PARK-VILLA,CORNWALL,50.5782,-4.8424,1868,1874,64,20
ST-EVAL-AIRFIELD-MET-OFFICE,CORNWALL,50.4744,-4.9849,1943,1955,154,2
ST-HARMONS,RADNORSHIRE,52.3421,-3.4840,1938,1960,265,11
ST-HARMONS-PEN-ITHON,RADNORSHIRE,52.4218,-3.3646,1939,1960,251,13
ST-HELENS-ECCLESTON-HILL,LANCASHIRE,53.4412,-2.7723,1864,1960,1158,6
ST-HELENS-VICTORIA-PARK,LANCASHIRE,53.4611,-2.7425,1919,1959,468,24
ST-IVES-BUSSOW-MOOR-RES,CORNWALL,50.1988,-5.5008,1908,1960,617,19
ST-IVES-EARITH,HUNTINGDONSHIRE,52.3569,0.0328,1852,1863,95,49
ST-IVES-HALSETOWN-VICARAGE,CORNWALL,50.2083,-5.4939,1928,1960,325,71
ST-IVES-TENTERLEAS,HUNTINGDONSHIRE,52.3240,-0.0719,1902,1960,708,0
ST-JOHNS-DEVONPORT,CORNWALL,50.3625,-4.2397,1875,1898,288,0
ST-JOHNS-WOOD,MIDDLESEX,51.5281,-0.1778,1837,1865,331,17
ST-JUST,CORNWALL,50.1244,-5.6767,1882,1900,193,35
ST-KEVERNE-LANARTH,CORNWALL,50.0481,-5.1190,1903,1940,456,0
ST-KILDA,INVERNESS,57.8112,-8.5644,1957,1960,28,20
ST-LEONARDS-THE-GROVE,SUSSEX,50.8656,0.5324,1877,1898,264,0
ST-LEONARDS-WEST-MARINA,SUSSEX,50.8502,0.5387,1898,1921,228,60
ST-MARYBOURNE-BOURNSIDE,HAMPSHIRE,51.2531,-1.4053,1916,1954,467,1
ST-MARYS-COASTGUARD-STATION,CORNWALL,49.9152,-6.3197,1841,1960,1175,265
ST-MARYS-ISLE-KIRKCUDBRIGHT,KIRKCUDBRIGHTSHIRE,54.8219,-4.0638,1837,1914,226,710
ST-MELLION-ELLBRIDGE,CORNWALL,50.4468,-4.2535,1928,1960,390,6
ST-MELLION-PENTILLIE-CASTLE,CORNWALL,50.4596,-4.2414,1841,1960,1350,90
ST-MELLION-RECTORY,CORNWALL,50.4672,-4.2725,1903,1928,294,18
ST-MICHAELS-MOUNT,CORNWALL,50.1180,-5.4762,1929,1960,384,0
ST-MICHAELS-ON-WYRE,LANCASHIRE,53.8633,-2.8256,1876,1960,1020,0
ST-MINVER-LUNDY-BAY,CORNWALL,50.5572,-4.8744,1930,1952,148,128
ST-MINVER-TREBETHERICK,CORNWALL,50.5641,-4.9242,1919,1955,423,21
ST-NEOTS-GREAT-PAXTON,HUNTINGDONSHIRE,52.2615,-0.2259,1893,1918,304,8
ST-NEOTS-TETWORTH,HUNTINGDONSHIRE,52.1619,-0.2222,1860,1889,357,3
ST-NEOTS-THE-SQUARE,HUNTINGDONSHIRE,52.2273,-0.2723,1914,1960,564,0
ST-NEOTS-WARESLEY,HUNTINGDONSHIRE,52.1746,-0.1724,1863,1930,784,32
ST-PETROC-MINOR-PADSTOW,CORNWALL,50.5115,-4.9393,1855,1861,84,0
ST-RUAN-RECTORY,CORNWALL,49.9910,-5.1876,1869,1874,35,37
ST-STEPHENS-TONBRIDGE,KENT,51.1894,0.2696,1868,1879,144,0
STAFFORD-RIVERWAY,STAFFORDSHIRE,52.8045,-2.1127,1913,1960,573,3
STAFFORD-TIPPING-STREET,STAFFORDSHIRE,52.8054,-2.1157,1902,1926,298,2
STAFFORD-WEST-BANK-DOXEY,STAFFORDSHIRE,52.8081,-2.1364,1898,1927,331,29
STAINBOROUGH-WENTWORTH-CASTLE,YORKSHIRE WEST RIDING,53.5245,-1.5203,1877,1915,468,0
STAINDROP-RABY-CASTLE,DURHAM,54.5939,-1.8034,1875,1960,787,245
STAINES-BELLE-VUE,MIDDLESEX,51.4168,-0.5044,1885,1920,429,3
STAINES-CAMBRIA-HOUSE,MIDDLESEX,51.4349,-0.5168,1895,1913,228,0
STAINES-KNOWLE-GREEN,MIDDLESEX,51.4293,-0.4982,1866,1900,420,0
STAINES-RESERVOIRS,MIDDLESEX,51.4365,-0.5023,1912,1960,588,0
STALYBRIDGE-MARKET-GROUND-YARD,CHESHIRE,53.4814,-2.0557,1909,1960,624,0
STAMFORD,NORTHUMBERLAND,55.4670,-1.6457,1934,1960,324,0
STAMFORD-BARN-HILL-HOUSE,LINCOLNSHIRE,52.6530,-0.4830,1866,1889,274,14
STAMFORDHAM,NORTHUMBERLAND,55.0416,-1.8826,1854,1914,504,228
STANDEDGE-CASTLE-SHAW-BROADHEAD,YORKSHIRE WEST RIDING,53.5891,-2.0052,1887,1960,888,0
STANDEDGE-CASTLE-SHAW-CUDWORTH,YORKSHIRE WEST RIDING,53.5947,-1.9954,1901,1923,276,0
STANDEDGE-REDBROOK,YORKSHIRE WEST RIDING,53.5884,-1.9637,1850,1960,1330,2
STANDISH-WIGAN,LANCASHIRE,53.5830,-2.6525,1858,1866,108,0
STANDON-HATTON-WW,STAFFORDSHIRE,52.9301,-2.2558,1914,1960,564,0
STANGROUND-SLUICE,CAMBRIDGESHIRE,52.5602,-0.2179,1864,1960,1160,4
STANHOPE-PARSON-BYERS-QUARRY,DURHAM,54.7325,-2.0031,1903,1960,678,18
STANTON-BY-BRIDGE,DERBYSHIRE,52.8401,-1.4462,1910,1960,603,9
STANTON-ST-JOHN-WOODPERRY,OXFORDSHIRE,51.7893,-1.1678,1881,1925,540,0
STANWICK-PARK-DARLINGTON,YORKSHIRE NORTH RIDING,54.4970,-1.7160,1891,1910,240,0
STAPENHILL-BURTON,STAFFORDSHIRE,52.7941,-1.6233,1874,1893,166,74
STAPLEHURST-PAGEHURST-FARM,KENT,51.1625,0.5300,1888,1919,305,79
STAPLETON-PARK-GDNS-PONTEFRACT,YORKSHIRE WEST RIDING,53.6686,-1.2356,1882,1918,444,0
STARCROSS,DEVON,50.6228,-3.4508,1924,1960,257,187
STARCROSS-COFTON-VICARAGE,DEVON,50.6157,-3.4492,1899,1917,228,0
STAUNTON-ON-WYE,HEREFORDSHIRE,52.0979,-2.9164,1869,1887,222,6
STEEPLE-ASTON-HILL-HOUSE,OXFORDSHIRE,51.9324,-1.3207,1884,1930,516,48
STEEPLE-ASTON-THE-GRANGE,OXFORDSHIRE,51.9314,-1.3135,1883,1947,776,4
STEVENAGE-HIGH-STREET,HERTFORDSHIRE,51.9108,-0.2089,1864,1883,240,0
STEVENAGE-WESTON-MANOR,HERTFORDSHIRE,51.9549,-0.1685,1880,1927,576,0
STEVENSTON-GREENHEAD-FILTERS,AYRSHIRE,55.6560,-4.7466,1881,1960,960,0
STEVENTON-MILTON-HILL,BERKSHIRE,51.6131,-1.3140,1909,1937,344,4
STEWARTSTOWN-ARDTREA,TYRONE,54.6276,-6.6804,1875,1893,222,6
STEWARTSTOWN-THE-SQUARE,TYRONE,54.5766,-6.6769,1875,1907,387,9
STEYNING,SUSSEX,50.8892,-0.3308,1866,1912,536,28
STIRCH-FARM-PRIORS-MARSTON,WARWICKSHIRE,52.1981,-1.2655,1864,1876,150,6
STIRLING,STIRLINGSHIRE,56.1216,-3.9435,1858,1861,40,8
STIRLING-SAUCHIE-HOUSE,STIRLINGSHIRE,56.1198,-3.9430,1918,1960,514,2
STIRLING-TOUCH-RES,STIRLINGSHIRE,56.1015,-4.0192,1893,1960,816,0
STIRLING-VICTORIA-PLACE,STIRLINGSHIRE,56.1153,-3.9460,1891,1923,384,12
STOBO-CASTLE,PEEBLESSHIRE,55.6160,-3.3130,1857,1960,1104,144
STOCKBRIDGE-HOUGHTON-LODGE,HAMPSHIRE,51.0971,-1.5101,1913,1960,576,0
STOCKPORT-HEATON-MOOR,LANCASHIRE,53.4229,-2.1850,1879,1919,396,96
STOCKSBRIDGE-WORTLEY-RES,YORKSHIRE WEST RIDING,53.4940,-1.5372,1904,1960,672,12
STOCKTON-ON-FOREST-STOCKTON-HALL,YORKSHIRE NORTH RIDING,53.9950,-1.0040,1922,1947,306,6
STOCKTON-ON-TEES-BILLINGHAM,DURHAM,54.5947,-1.2880,1926,1960,420,0
STOCKTON-ON-TEME-EARDISTON,WORCESTERSHIRE,52.3128,-2.4576,1909,1946,456,0
STOCKTON-ROPNER-PARK,DURHAM,54.5554,-1.3320,1901,1960,718,2
STOCKWITH,NOTTINGHAMSHIRE,53.4420,-0.8200,1855,1922,811,5
STOER-HEAD,SUTHERLAND,58.2402,-5.4027,1870,1928,519,189
STOGURSEY-FAIRFIELD-HOUSE,SOMERSET,51.1795,-3.1659,1923,1960,456,0
STOKE-BISHOP-PITCH-AND-PAY,GLOUCESTERSHIRE,51.4750,-2.6320,1873,1908,426,6
STOKE-BLISS,WORCESTERSHIRE,52.2629,-2.5083,1873,1895,272,4
STOKE-FERRY-WEREHAM,NORFOLK,52.5854,0.4754,1870,1920,612,0
STOKE-NEWINGTON-RES,MIDDLESEX,51.5699,-0.0896,1878,1960,972,24
STOKE-POGES-STOKE-COURT,BUCKINGHAMSHIRE,51.5474,-0.5939,1892,1926,414,6
STOKE-STANLEY,STAFFORDSHIRE,53.0652,-2.1074,1863,1907,540,0
STOKE-UNDER-HAM,SOMERSET,50.9558,-2.7499,1906,1944,465,3
STOLFORD-WHITEWICK-FARM,SOMERSET,51.2018,-3.0949,1930,1960,372,0
STON-EASTON,SOMERSET,51.2796,-2.5461,1869,1916,574,2
STONE-STONE-HOUSE-HOSPITAL,KENT,51.4444,0.2448,1907,1960,636,12
STONEFIELD-KINTYRE,ARGYLL,55.8908,-5.4179,1839,1904,789,3
STONEHAVEN,KINCARDINESHIRE,56.9686,-2.2105,1930,1960,369,3
STONEHAVEN-MAINS-OF-COWIE,KINCARDINESHIRE,56.9722,-2.2056,1892,1938,564,0
STONEHOUSE-GLASSFORD-FILTERS,LANARKSHIRE,55.7073,-4.0577,1900,1960,732,0
STONEHOUSE-SANATORIUM,LANARKSHIRE,55.6912,-3.9948,1919,1952,403,5
STONEHOUSE-WYCLIFFE-COLLEGE,GLOUCESTERSHIRE,51.7425,-2.2809,1891,1960,837,3
STONELEIGH-ABBEY,WARWICKSHIRE,52.3380,-1.5320,1858,1862,60,0
STONETHWAITE,CUMBERLAND,54.5133,-3.1406,1847,1869,156,120
STONEYKIRK-ARDWELL-HOUSE,WIGTOWNSHIRE,54.7729,-4.9498,1881,1944,768,0
STONEYKIRK-WEST-FREUGH,WIGTOWNSHIRE,54.8485,-4.9485,1917,1960,215,313
STONY-STRATFORD-THORNTON,BUCKINGHAMSHIRE,52.0147,-0.9071,1868,1901,395,13
STONYFORD-BELFAST-WW,ANTRIM,54.5661,-6.1193,1886,1960,900,0
STONYHURST,LANCASHIRE,53.8445,-2.4696,1848,1960,1356,0
STORNOWAY-CASTLE,ROSS AND CROMARTY,58.2113,-6.3950,1855,1886,350,34
STORNOWAY-LIGHTHOUSE,ROSS AND CROMARTY,58.1910,-6.3712,1854,1960,1267,17
STORNOWAY-MIX,ROSS AND CROMARTY,58.2096,-6.3803,1875,1942,814,2
STORNOWAY-TIUMPANHEAD,ROSS AND CROMARTY,58.2606,-6.1393,1900,1930,340,32
STOTFOLD-THREE-COUNTIES-HOSPITAL,BEDFORDSHIRE,52.0004,-0.2490,1862,1960,1188,0
STOURBRIDGE-LONGLANDS,WORCESTERSHIRE,52.4548,-2.1545,1876,1908,393,3
STOURBRIDGE-PEDMORE,WORCESTERSHIRE,52.4386,-2.1382,1875,1908,408,0
STOURHEAD,WILTSHIRE,51.1058,-2.3185,1910,1960,612,0
STOURMOUTH-RECTORY,KENT,51.3203,1.2350,1842,1882,357,135
STOURPORT-LINCOMBE-LOCK,WORCESTERSHIRE,52.3215,-2.2655,1879,1960,976,8
STOW-CRAGDALE,MIDLOTHIAN (EDINBURGH),55.6990,-2.8655,1910,1960,612,0
STOW-ON-THE-WOLD-ICOMB-PLACE,GLOUCESTERSHIRE,51.8997,-1.6947,1899,1948,600,0
STOWMARKET-WETHERDEN-RECTORY,SUFFOLK,52.2285,0.9432,1869,1891,275,1
STRABANE-LECKPATRICK,TYRONE,54.8561,-7.4078,1861,1872,133,11
STRACHAN-BRIDGE-OF-DYE,KINCARDINESHIRE,56.9648,-2.5739,1903,1960,667,29
STRACHAN-KINCARDINE,KINCARDINESHIRE,57.0205,-2.5394,1854,1865,135,9
STRADBROKE-VICARAGE,SUFFOLK,52.3170,1.2704,1882,1912,299,73
STRAFFAN-HOUSE,KILDARE,53.3076,-6.6239,1883,1940,696,0
STRANGFORD,DOWN,54.3752,-5.5585,1929,1946,211,5
STRANOCUM-GARDENVALE,ANTRIM,55.1301,-6.4024,1883,1909,324,0
STRATA-FLORIDA-HAFOD,CARDIGANSHIRE,52.3410,-3.8201,1892,1939,565,11
STRATFIELD-TURGIS,HAMPSHIRE,51.3386,-1.0029,1862,1938,659,265
STRATFORD-LAB-ESSEX,ESSEX,51.5409,0.0015,1809,1840,180,204
STRATFORD-ON-AVON-AVONFIELD,WARWICKSHIRE,52.1857,-1.7103,1876,1960,839,181
STRATFORD-ON-AVON-GUILD-STREET,WARWICKSHIRE,52.1949,-1.7083,1880,1900,251,1
STRATFORD-ON-AVON-MILCOTE,WARWICKSHIRE,52.1732,-1.7324,1916,1960,540,0
STRATFORD-ON-AVON-SHOTTERY-HALL,WARWICKSHIRE,52.1920,-1.7308,1900,1936,432,12
STRATFORD-SUB-CASTLE-MANOR-HOUSE,WILTSHIRE,51.0962,-1.8157,1905,1940,432,0
STRATH-BRAN-GLENQUAICH-LODGE,PERTHSHIRE,56.5140,-3.8477,1925,1960,431,1
STRATH-OYKELL-ROSEHALL,SUTHERLAND,57.9641,-4.5303,1945,1960,188,4
STRATH-TAY-LOGIERAIT,PERTHSHIRE,56.6491,-3.6853,1865,1874,118,2
STRATHAVEN-DUNGAVEL,LANARKSHIRE,55.6098,-4.1336,1909,1948,468,12
STRATHAVEN-DUNSIDE-RES,LANARKSHIRE,55.6131,-3.9893,1902,1960,705,3
STRATHAVEN-EAST-OVERTON-HOUSE,LANARKSHIRE,55.6822,-4.0548,1904,1943,471,9
STRATHAVEN-GLENGAVEL-RES,LANARKSHIRE,55.5902,-4.1230,1901,1960,720,0
STRATHAVEN-KYPE,LANARKSHIRE,55.6254,-4.0106,1900,1960,726,6
STRATHBLANE-BLANEFIELD,STIRLINGSHIRE,55.9875,-4.3179,1900,1960,588,144
STRATHBLANE-CRAIGEND-CASTLE,STIRLINGSHIRE,55.9711,-4.3329,1888,1916,341,7
STRATHBLANE-MUGDOCK-RES,STIRLINGSHIRE,55.9508,-4.3125,1861,1960,1198,2
STRATHCONAN-BEAULY,ROSS AND CROMARTY,57.5515,-4.8326,1878,1910,393,3
STRATHDON-CASTLE-NEWE,ABERDEENSHIRE,57.1965,-3.0310,1849,1870,255,9
STRATHDON-ESTATES-OFFICE,ABERDEENSHIRE,57.2005,-3.0691,1903,1945,516,0
STRATHFIELDSAYE,HAMPSHIRE,51.3528,-0.9962,1866,1926,620,112
STRATHMIGLO-LEDEN-URQUHART,FIFE,56.2852,-3.3313,1879,1891,156,0
STRATHPEFFER-SPA,ROSS AND CROMARTY,57.5864,-4.5425,1885,1933,569,19
STRATHY-BOWSIDE,SUTHERLAND,58.5205,-4.0105,1937,1960,262,26
STRATTON-AUDLEY-BICESTER,OXFORDSHIRE,51.9427,-1.1169,1865,1898,358,50
STRATTON-ON-FOSSE-DOWNSIDE,SOMERSET,51.2544,-2.4943,1862,1960,1025,163
STRATTON-POUGHILL-TRELANA,CORNWALL,50.8414,-4.5247,1872,1944,484,392
STREATHAM-CONYERS-ROAD,LONDON COUNTY,51.4232,-0.1388,1905,1954,599,1
STREATLEY-READING,BERKSHIRE,51.5203,-1.1453,1862,1880,215,13
STREET-MILLFIELD,SOMERSET,51.1237,-2.7273,1857,1960,1243,5
STREET-OVERLEIGH-HOUSE,SOMERSET,51.1155,-2.7400,1913,1944,384,0
STREET-PORTWAY,SOMERSET,51.1201,-2.7343,1872,1943,351,513
STRETHAM-ORCHARD-HOUSE,CAMBRIDGESHIRE,52.3486,0.2199,1899,1940,490,14
STRETTON-ON-DUNSMORE,WARWICKSHIRE,52.3491,-1.4142,1914,1958,504,36
STRICHEN,ABERDEENSHIRE,57.5882,-2.0928,1773,1781,100,8
STROKESTOWN-CASTLENODE,ROSCOMMON,53.7600,-8.0840,1908,1940,396,0
STROMA,CAITHNESS,58.6975,-3.1146,1896,1960,767,13
STROME-FERRY-STATION,ROSS AND CROMARTY,57.3521,-5.5496,1872,1893,261,3
STROMEFERRY-ACHMORE,ROSS AND CROMARTY,57.3427,-5.5615,1934,1960,322,2
STRONACHLACHAR-INVERGYLE,STIRLINGSHIRE,56.2573,-4.5828,1914,1960,557,7
STRONE-BRIDGE,PERTHSHIRE,56.2618,-4.4976,1914,1960,557,7
STRONTIAN-LAUDALE,ARGYLL,56.6760,-5.6752,1873,1910,455,1
STROOD-WW,KENT,51.3964,0.4840,1896,1960,780,0
STROUD-FIELD-PLACE,GLOUCESTERSHIRE,51.7489,-2.2390,1867,1930,738,30
STROUD-HARESCOMBE-GRANGE,GLOUCESTERSHIRE,51.7938,-2.2276,1900,1960,731,1
STROUD-LYPIATT-PARK,GLOUCESTERSHIRE,51.7436,-2.1665,1909,1940,296,88
STROUD-STANLEY-PARK,GLOUCESTERSHIRE,51.7336,-2.2476,1889,1945,684,0
STRUAN-AUCHLEEKS,PERTHSHIRE,56.7510,-4.0883,1927,1960,405,3
STUBBINS-TODMORDEN,YORKSHIRE WEST RIDING,53.7410,-2.0230,1825,1840,192,0
STUBTON-NEWARK,LINCOLNSHIRE,53.0310,-0.6970,1862,1911,600,0
STUDLEY-COLLEGE,WARWICKSHIRE,52.2750,-1.8739,1914,1960,516,48
STUFFYNWOOD-HALL-MANSFIELD,DERBYSHIRE,53.1849,-1.2128,1876,1896,250,2
STURMINSTER-MARSHALL,DORSET,50.7905,-2.0766,1897,1945,588,0
STURMINSTER-NEWTON-RIVERSIDE,DORSET,50.9250,-2.3101,1889,1917,343,5
STUTTON-ALTON-HALL,SUFFOLK,51.9815,1.1367,1876,1890,180,0
STYE-HEAD-TARN,CUMBERLAND,54.4766,-3.2052,1846,1960,1062,318
SUDBROOKE-MANOR-LINCOLN,LINCOLNSHIRE,53.2720,-0.4520,1925,1953,347,1
SUDBURY-BULMER-LODGE,ESSEX,52.0314,0.6852,1890,1932,516,0
SUDBURY-FRIARS-STREET,SUFFOLK,52.0358,0.7278,1886,1946,731,1
SUDBURY-HALL,DERBYSHIRE,52.8852,-1.7666,1857,1868,144,0
SUDBURY-NEWTON-ROAD,SUFFOLK,52.0384,0.7338,1888,1908,252,0
SULE-SKERRY,ORKNEY,59.0842,-4.4064,1895,1960,504,288
SUMBURGH-HEAD,SHETLAND,59.8543,-1.2753,1823,1930,1256,40
SUMBURGHEAD-DUNROSSNESS,SHETLAND,59.8678,-1.2804,1877,1912,421,11
SUMMERHILL-HOUSE,MEATH,53.4738,-6.7277,1894,1940,564,0
SUNBURY-HANWORTH-ROAD,MIDDLESEX,51.4219,-0.4122,1884,1908,297,3
SUNBURY-LODGE,MIDDLESEX,51.4102,-0.4169,1894,1919,312,0
SUNDERLAND-MOWBRAY-PARK,DURHAM,54.9034,-1.3809,1881,1960,941,19
SUNDERLAND-WEST-HENDON,DURHAM,54.8954,-1.3825,1859,1948,1053,27
SUNNINGDALE-LYNWOOD,BERKSHIRE,51.3978,-0.6473,1868,1916,475,113
SUNNINGHILL-BLACKNEST-PUMPING-STATION,BERKSHIRE,51.4092,-0.6225,1930,1960,371,1
SURBITON-SEETHING-WELLS,SURREY,51.3908,-0.3170,1855,1960,1272,0
SUTTON-BONINGTON,NOTTINGHAMSHIRE,52.8470,-1.2353,1905,1960,667,5
SUTTON-BRIDGE,LINCOLNSHIRE,52.7570,0.1860,1937,1960,288,0
SUTTON-COLDFIELD-THE-PARK,WARWICKSHIRE,52.5644,-1.8318,1897,1960,766,2
SUTTON-IN-ASHFIELD-RUSHLEY-PUMPING-STATION,NOTTINGHAMSHIRE,53.1146,-1.1842,1896,1959,744,24
SUTTON-SEWAGE-WORKS,SURREY,51.3748,-0.2069,1896,1960,769,11
SUTTON-WW,SURREY,51.3628,-0.1873,1898,1960,721,35
SWAFFHAM,NORFOLK,52.6661,0.7115,1871,1947,904,20
SWAFFHAM-BULBECK,CAMBRIDGESHIRE,52.2337,0.2766,1832,1849,201,15
SWAFFHAM-DUNHAM,NORFOLK,52.6804,0.7752,1868,1938,809,43
SWAFFHAM-GRAMMAR-SCHOOL,NORFOLK,52.6459,0.6918,1865,1897,387,9
SWAFFHAM-PICKENHAM,NORFOLK,52.6020,0.7407,1867,1896,360,0
SWAFFHAM-PRIOR-VICARAGE,CAMBRIDGESHIRE,52.2510,0.2926,1912,1960,262,326
SWALEDALE-GUNNERSIDE-LODGE,YORKSHIRE NORTH RIDING,54.3784,-2.1016,1907,1960,636,12
SWANAGE,DORSET,50.6064,-1.9552,1881,1960,577,383
SWANAGE-VICTORIA-HOTEL,DORSET,50.6071,-1.9547,1886,1921,421,11
SWANBOURNE-HOUSE,BUCKINGHAMSHIRE,51.9358,-0.8392,1904,1960,529,155
SWANSEA-SOUTH-DOCK-LOCK,GLAMORGAN,51.6161,-3.9426,1864,1894,372,0
SWANSEA-VICTORIA-PARK,GLAMORGAN,51.6131,-3.9627,1910,1960,612,0
SWANSEA-WIND-STREET,GLAMORGAN,51.6193,-3.9397,1834,1852,150,78
SWANSEA-WW-CRAY-RES,BRECKNOCKSHIRE,51.8845,-3.6185,1900,1960,732,0
SWANSEA-WW-NANTYRWYDD,BRECKNOCKSHIRE,51.8507,-3.6579,1908,1960,612,24
SWANSWICK,SOMERSET,51.4150,-2.3522,1834,1867,406,2
SWERFORD,OXFORDSHIRE,51.9762,-1.4613,1894,1918,297,3
SWINBURN-WOODFORD,NORTHUMBERLAND,55.0816,-2.0926,1862,1902,492,0
SWINDALE-PARSONAGE,WESTMORLAND,54.5090,-2.7583,1931,1960,360,0
SWINDERBY-LING-MOOR,LINCOLNSHIRE,53.1620,-0.6910,1912,1932,228,24
SWINDON-DRAYCOTT-FOLIATT,WILTSHIRE,51.4980,-1.7407,1866,1875,120,0
SWINDON-NEW,WILTSHIRE,51.5601,-1.7951,1873,1960,1036,20
SWINDON-PEN-HILL,WILTSHIRE,51.5933,-1.7834,1858,1894,441,3
SWINDON-WROUGHTON,WILTSHIRE,51.5206,-1.8025,1893,1960,636,180
SWINESHAW-MOOR,LANCASHIRE,53.5039,-1.9713,1915,1960,552,0
SWINTON-HOUSE,BERWICKSHIRE,55.7161,-2.2913,1906,1960,630,30
SWITHLAND-THE-BRAND,LEICESTERSHIRE,52.7284,-1.1774,1885,1960,910,2
SYDENHAM-ALMA-HOUSE,DOWN,54.6057,-5.8706,1867,1892,312,0
SYSTON,LEICESTERSHIRE,52.7012,-1.0684,1852,1916,444,336
SYWELL-HALL,NORTHAMPTONSHIRE,52.2977,-0.7961,1898,1937,480,0
TADCASTER-OXTON-HALL,YORKSHIRE WEST RIDING,53.8860,-1.2466,1877,1917,200,292
TAFF-FECHAN-NEUADD-RES,BRECKNOCKSHIRE,51.8530,-3.4126,1887,1960,882,6
TAFF-FECHAN-PENTWYN-RES,BRECKNOCKSHIRE,51.8211,-3.3710,1887,1960,882,6
