SITE FOLDER NAME,COUNTY,LATITUDE,LONGITUDE,FIRST YEAR,LAST YEAR,NUMBER OF MONTHS WITH OBSERVATIONS,NUMBER OF GAPS
AXBRIDGE-LOXTON,SOMERSET,51.2979,-2.8964,1885,1905,251,1
AXMINSTER-LEA-COMBE-HOUSE,DEVON,50.7806,-2.9933,1908,1938,320,52
AYLESBURY-MENTMORE,BUCKINGHAMSHIRE,51.8676,-0.6856,1875,1960,982,50
AYLESBURY-NEW-ROAD,BUCKINGHAMSHIRE,51.8169,-0.8106,1868,1899,384,0
AYLESBURY-SEWAGE-WORKS,BUCKINGHAMSHIRE,51.8197,-0.8335,1906,1960,660,0
AYLESBURY-WADDESDON,BUCKINGHAMSHIRE,51.8459,-0.9344,1889,1901,129,27
AYLESFORD-PRESTON-HALL,KENT,51.2949,0.4756,1873,1906,366,42
AYLSHAM-WOODGATE,NORFOLK,52.7866,1.2329,1883,1960,885,51
AYNSOME,LANCASHIRE,54.2066,-2.9428,1854,1865,144,0
AYR-AUCHENDRANE,AYRSHIRE,55.4138,-4.6281,1856,1892,329,115
AYR-AUCHINLEE,AYRSHIRE,55.4580,-4.6330,1874,1896,256,20
AYR-CEMETERY,AYRSHIRE,55.4558,-4.6140,1913,1960,575,1
AYR-DOONHOLM,AYRSHIRE,55.4222,-4.6276,1899,1960,744,0
AYR-DOONSIDE,AYRSHIRE,55.4247,-4.6372,1895,1959,588,192
AYR-GLENDRISHAIG,AYRSHIRE,55.4564,-4.6251,1896,1920,297,3
AYR-HOLMSTON,AYRSHIRE,55.4560,-4.5968,1869,1874,69,3
AYR-LANFINE,AYRSHIRE,55.5995,-4.3077,1831,1960,616,944
AYR-SANATORIUM,AYRSHIRE,55.3653,-4.1851,1910,1960,612,0
AYSGARTH-VICARAGE,YORKSHIRE NORTH RIDING,54.2903,-1.9800,1876,1903,333,3
BADMINTON-GDNS,GLOUCESTERSHIRE,51.5449,-2.2788,1898,1960,657,99
BAGATELLE-GREENOCK,RENFREWSHIRE,55.9584,-4.7754,1847,1855,108,0
BAGNALSTOWN-FENAGH-HOUSE,CARLOW,52.6982,-6.8570,1870,1940,828,24
BAGTHORPE-ISOLATION-HOSPITAL,NOTTINGHAMSHIRE,52.9895,-1.1628,1906,1941,432,0
BAILLIESTON,LANARKSHIRE,55.8520,-4.1112,1856,1873,215,1
BALA-CRAIG-NANT,MERIONETHSHIRE,52.9664,-3.7301,1939,1960,212,52
BALA-ERYL-ARAN,MERIONETHSHIRE,52.9069,-3.6073,1887,1938,624,0
BALA-HENBLAS,MERIONETHSHIRE,52.9107,-3.5970,1865,1915,276,336
BALA-TEGID-STREET,MERIONETHSHIRE,52.9089,-3.5984,1934,1960,311,13
BALBRIGGAN,DUBLIN,53.6088,-6.1810,1866,1938,850,26
BALBY-SEWAGE-WORKS,YORKSHIRE WEST RIDING,53.5026,-1.1436,1933,1960,335,1
BALCOMBE-GABLES,SUSSEX,51.0457,-0.1127,1862,1936,852,48
BALCOMBE-HIGHLEY-MANOR,SUSSEX,51.0709,-0.1454,1888,1960,774,102
BALCOMBE-LULLINGS,SUSSEX,51.0567,-0.1065,1925,1960,428,4
BALCOMBE-STOCKCROFT,SUSSEX,51.0590,-0.1315,1900,1944,538,2
BALCOMBE-WATERWORKS,SUSSEX,51.0656,-0.1604,1909,1960,621,3
BALDERSDALE-AYGILL,YORKSHIRE NORTH RIDING,54.5470,-2.1780,1924,1960,427,17
BALDERSDALE-BALDERHEAD,YORKSHIRE NORTH RIDING,54.5553,-2.1778,1908,1960,612,24
BALDERSDALE-BLACKTON-RES,YORKSHIRE NORTH RIDING,54.5590,-2.1098,1908,1960,636,0
BALDERSDALE-HURY-RES,YORKSHIRE NORTH RIDING,54.5680,-2.0541,1894,1960,768,36
BALDOCK-MIX,HERTFORDSHIRE,51.9887,-0.1898,1896,1933,419,37
BALFLUIG,ABERDEENSHIRE,57.2234,-2.6763,1843,1848,72,0
BALFOUR,FIFE,56.1915,-3.0898,1857,1878,224,40
BALFOUR-CASTLE-ORKNEY,ORKNEY,59.0314,-2.9181,1858,1960,1236,0
BALLACHULISH,ARGYLL,56.6836,-5.1699,1882,1900,220,8
BALLANTRAE-GLENDRISHAIG,AYRSHIRE,55.0409,-5.0448,1879,1892,160,8
BALLANTRAE-LAGAFATER,AYRSHIRE,55.0453,-4.9160,1912,1960,588,0
BALLATER-IRRIGATION-FARM,ABERDEENSHIRE,57.0544,-3.0303,1908,1960,631,5
BALLIMORE-OTTER-FERRY,ARGYLL,55.9992,-5.3322,1833,1935,557,679
BALLINASLOE,GALWAY,53.3296,-8.2280,1868,1911,528,0
BALLINDALLOCK,BANFFSHIRE,57.4151,-3.3584,1920,1960,488,4
BALLINDEAN,PERTHSHIRE,56.4543,-3.1898,1815,1816,13,11
BALLINROBE-CRANMORE,MAYO,53.6206,-9.2250,1875,1921,492,72
BALLINROBE-CREAGH,MAYO,53.6389,-9.2466,1878,1927,216,384
BALLOCH-CASTLE,DUNBARTONSHIRE,56.0134,-4.5849,1861,1884,269,19
BALLYBRACK-STREAMVILLE,DUBLIN,53.2478,-6.1199,1877,1909,388,8
BALLYMENA-HARRYVILLE,ANTRIM,54.8609,-6.2766,1877,1960,1008,0
BALLYMONEY,ANTRIM,55.0711,-6.5147,1866,1878,108,48
BALLYMONEY-BALNAMORE,ANTRIM,55.0653,-6.5622,1890,1917,336,0
BALLYNURE-BALLYBOLEY,ANTRIM,54.7973,-5.9483,1884,1904,240,12
BALLYWALTER-PARK,DOWN,54.5364,-5.4975,1932,1960,348,0
BALME-VICARAGE-SNAITH,YORKSHIRE WEST RIDING,53.6657,-1.0783,1869,1874,72,0
BALMORAL-CASTLE-GARDENS,ABERDEENSHIRE,57.0391,-3.2326,1882,1960,948,0
BALNAKETTLE,KINCARDINESHIRE,56.8621,-2.6149,1858,1863,65,7
BALQUHIDDER-BLAIRCREACH,PERTHSHIRE,56.3268,-4.5228,1896,1960,708,72
BALQUHIDDER-STRONVAR,PERTHSHIRE,56.3521,-4.3837,1854,1952,1104,84
BALRUDDERY,ANGUS (FORFAR),56.4769,-3.1137,1901,1958,648,48
BALTASOUND,SHETLAND,60.7610,-0.8549,1904,1960,676,8
BAMBURGH,NORTHUMBERLAND,55.6073,-1.7229,1870,1921,482,142
BAMFORD-ENGINEERS-OFFICE,DERBYSHIRE,53.3426,-1.6981,1906,1960,660,0
BAMFORD-FILTERS,DERBYSHIRE,53.3435,-1.6830,1916,1960,534,6
BAMFORD-YORKSHIRE-BRIDGE-WEIR,DERBYSHIRE,53.3615,-1.7039,1906,1960,658,2
BAMPTON-ATKINSONS-GRAIN,WESTMORLAND,54.5399,-2.8423,1937,1960,283,5
BAMPTON-HUNTSHAM,DEVON,50.9752,-3.4243,1859,1917,586,122
BAMPTON-OAKFORD,DEVON,50.9821,-3.5578,1915,1941,202,122
BAMPTON-SEALHOLE-GRAIN,WESTMORLAND,54.5419,-2.8192,1932,1960,348,0
BAMPTON-STANEGARTH,WESTMORLAND,54.5520,-2.7792,1925,1960,432,0
BAMPTON-WONHAM,DEVON,50.9871,-3.5321,1898,1915,216,0
BANAGHER,KING'S COUNTY / OFFALY,53.1911,-7.9916,1875,1939,494,286
BANBRIDGE-BANN-RES,DOWN,54.2500,-6.0330,1861,1882,259,5
BANBRIDGE-CORBET-RES,DOWN,54.3352,-6.1882,1877,1916,456,24
BANBRIDGE-KATESBRIDGE,DOWN,54.3010,-6.1453,1875,1913,468,0
BANBRIDGE-MILLTOWN,DOWN,54.3758,-6.2878,1861,1935,900,0
BANBURY-ARK-HOUSE-SCHOOL,OXFORDSHIRE,52.0628,-1.3436,1888,1903,187,5
BANBURY-BEESLEY,OXFORDSHIRE,52.0592,-1.3407,1848,1887,418,62
BANBURY-BLOXHAM-GROVE,OXFORDSHIRE,52.0278,-1.3329,1877,1914,456,0
BANBURY-COTEFIELD-BODICOTE,OXFORDSHIRE,52.0321,-1.3192,1876,1891,192,0
BANBURY-JARVIS,OXFORDSHIRE,52.0619,-1.3377,1848,1872,280,20
BANBURY-SIBFORD,OXFORDSHIRE,52.0332,-1.4813,1865,1960,968,184
BANCHORY-INVERCANNIE-RES,KINCARDINESHIRE,57.0592,-2.5556,1887,1960,888,0
BANCHORY-INVERY,KINCARDINESHIRE,57.0361,-2.4992,1924,1960,444,0
BANFF-CASTLE,BANFFSHIRE,57.6627,-2.5239,1831,1832,14,10
BANFF-MIX,BANFFSHIRE,57.6603,-2.5279,1883,1959,906,18
BANGOR,CAERNARFONSHIRE,53.2338,-4.1192,1825,1865,414,78
BANGOR-PENRHYN-CASTLE,CAERNARFONSHIRE,53.2252,-4.0955,1899,1950,624,0
BANSTEAD-BURGH-HEATH-RES,SURREY,51.3086,-0.2267,1899,1960,730,14
BANSTEAD-MENTAL-HOSPITAL,SURREY,51.3350,-0.1912,1916,1960,482,58
BARCALDINE,ARGYLL,56.5211,-5.3212,1915,1960,480,72
BARDNEY-RAILWAY-STATION,LINCOLNSHIRE,53.2060,-0.3340,1890,1923,408,0
BARDNEY-SUGAR-FACTORY,LINCOLNSHIRE,53.2050,-0.3350,1936,1960,288,12
BARKBY-HALL,LEICESTERSHIRE,52.6822,-1.0592,1870,1960,993,99
BARNARD-CASTLE-BOWES-MUSEUM,DURHAM,54.5446,-1.9165,1920,1960,492,0
BARNARD-CASTLE-COUNTY-SCHOOL,DURHAM,54.5410,-1.9119,1888,1951,768,0
BARNET-GAS-WORKS,HERTFORDSHIRE,51.6512,-0.1714,1881,1909,345,3
BARNETBY-RAILWAY-STATION,LINCOLNSHIRE,53.5740,-0.4110,1859,1922,766,2
BARNINGHAM-PARK,YORKSHIRE NORTH RIDING,54.4860,-1.8700,1871,1960,528,552
BARNINGHAM-THE-BEECHES,SUFFOLK,52.3540,0.8869,1865,1953,1052,16
BARNOLDSWICK-GREENBERFIELD,YORKSHIRE WEST RIDING,53.9289,-2.1736,1916,1960,532,8
BARNOLDSWICK-RAINHALL-ROAD,YORKSHIRE WEST RIDING,53.9154,-2.1872,1910,1943,402,6
BARNSLEY,YORKSHIRE WEST RIDING,53.5560,-1.4630,1867,1922,669,3
BARNSLEY-BURNTWOOD-HALL,YORKSHIRE WEST RIDING,53.5776,-1.3536,1907,1960,596,52
BARNSLEY-CAWTHORNE,YORKSHIRE WEST RIDING,53.5669,-1.5681,1889,1914,312,0
BARNSLEY-CHURCH-STREET,YORKSHIRE WEST RIDING,53.5545,-1.4817,1865,1909,540,0
BARNSLEY-JORDAN-HILL,YORKSHIRE WEST RIDING,53.5513,-1.4792,1872,1960,1044,24
BARNSNESS-LIGHTHOUSE,EAST LOTHIAN (HADDINGTON),55.9870,-2.4472,1901,1930,350,10
BARNSTAPLE-ARLINGTON-COURT,DEVON,51.1459,-3.9900,1871,1937,798,6
BARNSTAPLE-ATHENEUM,DEVON,51.0782,-4.0599,1857,1960,1248,0
BARNSTAPLE-PILTON,DEVON,51.0886,-4.0659,1887,1917,270,102
BARNT-GREEN-UPWOOD,WORCESTERSHIRE,52.3591,-2.0106,1901,1960,684,36
BARNWELL-LILFORD-HALL,NORTHAMPTONSHIRE,52.4433,-0.4802,1899,1950,607,17
BARR-ALTON-ALBANY,AYRSHIRE,55.2063,-4.7171,1926,1940,180,0
BARR-MANSE,AYRSHIRE,55.2109,-4.7143,1893,1920,324,12
BARRA-CASTLE-BAY,INVERNESS,56.9552,-7.4898,1907,1951,466,74
BARRA-EOLIGARRY,INVERNESS,57.0411,-7.4363,1926,1943,77,139
BARRAHEAD,INVERNESS,56.7860,-7.6532,1833,1930,1130,46
BARRASFORD,NORTHUMBERLAND,55.0514,-2.1252,1943,1960,216,0
BARRHILL-DOCHROYLE,AYRSHIRE,55.0765,-4.7741,1882,1915,393,15
BARROW-CAVENDISH-PARK,LANCASHIRE,54.1052,-3.2296,1873,1889,204,0
BARROW-GURNEY-RES,SOMERSET,51.4082,-2.6671,1855,1960,1271,1
BARROW-IN-FURNESS-GAS-WORKS,LANCASHIRE,54.1115,-3.2329,1879,1960,984,0
BARROW-IN-FURNESS-SEWAGE-WORKS,LANCASHIRE,54.1091,-3.2022,1915,1960,552,0
BARROW-UPON-SOAR-THE-MOUNT,LEICESTERSHIRE,52.7503,-1.1510,1897,1936,477,3
BARROWBY-LLOYD,YORKSHIRE WEST RIDING,53.7973,-1.4094,1772,1781,120,0
BARROWFORD-RES,LANCASHIRE,53.8588,-2.2022,1889,1960,859,5
BARRY-FORFARSHIRE,ANGUS (FORFAR),56.4997,-2.7536,1856,1895,414,66
BARRY-WW-BIGLIS,GLAMORGAN,51.4199,-3.2281,1891,1930,478,2
BARRY-WW-DINAS-POWYS-RES,GLAMORGAN,51.4425,-3.2158,1898,1930,394,2
BARRY-WW-MERTHYR-DYFAN-RES,GLAMORGAN,51.4230,-3.2685,1901,1939,463,5
BARRY-WW-PENCOEDTRE,GLAMORGAN,51.4231,-3.2627,1892,1939,559,17
BASINGSTOKE-CHAPEL-HILL,HAMPSHIRE,51.2699,-1.0940,1870,1906,444,0
BASINGSTOKE-HODDINGTON-HOUSE,HAMPSHIRE,51.2260,-0.9975,1901,1944,528,0
BASINGSTOKE-SHERBORNE-ST-JOHN,HAMPSHIRE,51.2952,-1.1050,1867,1953,977,67
BASINGSTOKE-THE-VYNE,HAMPSHIRE,51.3063,-1.0860,1865,1878,164,4
BASINGSTOKE-UPTON-GREY-HO,HAMPSHIRE,51.2315,-1.0088,1924,1960,432,12
BASS-ROCK,EAST LOTHIAN (HADDINGTON),56.0769,-2.6410,1903,1914,144,0
BASSENTHWAITE-ARMATHWAITE-HALL,CUMBERLAND,54.6813,-3.2315,1897,1944,205,371
BASSENTHWAITE-BASSENFELL,CUMBERLAND,54.6823,-3.2160,1889,1913,292,8
BASSENTHWAITE-HALL,CUMBERLAND,54.6798,-3.1958,1847,1852,72,0
BASSENTHWAITE-HIGHAM,CUMBERLAND,54.6720,-3.2653,1864,1948,1008,12
BATH-AXFORD,SOMERSET,51.3880,-2.3607,1855,1861,84,0
BATH-CHARLCOMBE,SOMERSET,51.3997,-2.3608,1890,1960,852,0
BATH-CHARLES-ST,SOMERSET,51.3817,-2.3664,1841,1861,240,12
BATH-HENRIETTA-PARK,SOMERSET,51.3861,-2.3553,1899,1960,744,0
BATH-ISOLATION-HOSPITAL,SOMERSET,51.3647,-2.3203,1900,1959,706,14
BATH-KINGSWOOD-SCHOOL,SOMERSET,51.3987,-2.3708,1899,1960,264,480
BATH-MONKSWOOD-RES,GLOUCESTERSHIRE,51.4384,-2.3539,1888,1960,872,4
BATH-ROYAL-INSTITUTION,SOMERSET,51.3808,-2.3577,1865,1920,670,2
BATH-WESTON,SOMERSET,51.4013,-2.4025,1862,1880,228,0
BATHEASTON,SOMERSET,51.4108,-2.3177,1888,1913,304,8
BATHEASTON-RES,SOMERSET,51.4150,-2.3336,1862,1960,1188,0
BATHGATE-NORTHBANK-FILTERS,WEST LOTHIAN (LINLITHGOW),55.9051,-3.6315,1908,1960,593,43
BATLEY-CORPORATION-WW,YORKSHIRE WEST RIDING,53.7119,-1.6424,1874,1922,318,270
BATLEY-STAINCLIFFE-RES,YORKSHIRE WEST RIDING,53.7083,-1.6546,1889,1960,858,6
BATTERSEA-PARK,LONDON COUNTY,51.4803,-0.1653,1904,1960,657,27
BATTERSEA-ST-JOHNS-COLLEGE,SURREY,51.4733,-0.1771,1856,1875,216,24
BATTERSEA-WW,SURREY,51.4809,-0.1437,1890,1930,483,9
BATTLE-WHATLINGTON,SUSSEX,50.9398,0.5024,1886,1917,382,2
BAVERSTOCK,WILTSHIRE,51.0837,-1.9613,1829,1869,492,0
BAWTRY-HALL-THE-GDNS,NOTTINGHAMSHIRE,53.4289,-1.0232,1882,1940,704,4
BAYFORDBURY,HERTFORDSHIRE,51.7768,-0.0953,1859,1960,1028,196
BEACHY-HEAD,SUSSEX,50.7383,0.2501,1867,1950,830,178
BEACON-FELL-BARNSFOLD,LANCASHIRE,53.8680,-2.6463,1883,1915,396,0
BEADLAM-GRANGE,YORKSHIRE NORTH RIDING,54.2490,-1.0180,1856,1873,156,60
BEAMINSTER-EAST-STREET,DORSET,50.8098,-2.7394,1898,1960,756,0
BEAMINSTER-VICARAGE,DORSET,50.8098,-2.7451,1872,1914,505,11
BEAMSLEY-OVERDALE,YORKSHIRE WEST RIDING,53.9721,-1.8841,1938,1960,276,0
BEAULEY-BEAUFORT-CASTLE,INVERNESS,57.4535,-4.4882,1860,1880,180,72
BEAUMARIS-FRYARS,ANGLESEY,53.2753,-4.0875,1908,1936,346,2
BECCLES-RAVENINGHAM-HALL,NORFOLK,52.5147,1.5333,1898,1960,751,5
BECKENHAM-CROYDON-ROAD,KENT,51.4035,-0.0347,1907,1960,648,0
BECKENHAM-PARKSIDE,KENT,51.4178,-0.0235,1866,1874,105,3
BECKINGTON-SOMERSET,SOMERSET,51.2641,-2.2866,1845,1848,48,0
BEDALE-BURNESTON,YORKSHIRE NORTH RIDING,54.2600,-1.5270,1891,1919,340,8
BEDALE-PARK-HOUSE,YORKSHIRE NORTH RIDING,54.2640,-1.6120,1900,1932,396,0
BEDALE-THORPE-PERROW,YORKSHIRE NORTH RIDING,54.2636,-1.5993,1867,1923,646,38
BEDDGELERT-BRYN-GWYNANT,CAERNARFONSHIRE,53.0420,-4.0303,1860,1879,231,9
BEDDGELERT-PRIMARY-SCHOOL,CAERNARFONSHIRE,53.0124,-4.1061,1913,1960,564,12
BEDDINGTON-CORNER-MILLGREEN-ROAD,SURREY,51.3872,-0.1629,1903,1953,596,16
BEDDINGTON-SEWAGE-FARM,SURREY,51.3773,-0.1378,1908,1960,636,0
BEDFORD-CASTLE-ROAD,BEDFORDSHIRE,52.1921,-0.5111,1878,1960,984,12
BEDFORD-CLAPHAM-PARK,BEDFORDSHIRE,52.1627,-0.4722,1875,1888,168,0
BEDFORD-MIX,BEDFORDSHIRE,52.1405,-0.4734,1831,1879,420,168
BEDFORD-ST-PETERS,BEDFORDSHIRE,52.1392,-0.4672,1880,1908,279,69
BEDFORD-THE-PARK,BEDFORDSHIRE,52.1473,-0.4669,1904,1960,667,17
BEDWORTH-CEMETERY,WARWICKSHIRE,52.4780,-1.4729,1889,1919,339,33
BEENHAM,BERKSHIRE,51.4213,-1.1356,1896,1940,456,84
BEINN-BHREAC,ABERDEENSHIRE,57.0526,-3.5545,1902,1960,514,194
BEITH-FILTER-STATION,AYRSHIRE,55.7501,-4.5970,1911,1960,573,27
BELFAST-ANTRIM-ROAD,ANTRIM,54.6893,-6.0108,1866,1907,504,0
BELFAST-BARRACKS,ANTRIM,54.6085,-5.9304,1866,1875,109,11
BELFAST-CAVE-HILL-ROAD,ANTRIM,54.5974,-5.9810,1875,1936,744,0
BELFAST-LINEN-HALL,ANTRIM,54.5967,-5.9303,1796,1930,1081,539
BELFAST-OLD-PARK,ANTRIM,54.6175,-5.9546,1866,1960,792,348
BELFAST-OUTFALL-WORKS,ANTRIM,54.6213,-5.9102,1904,1960,680,4
BELFAST-QUEENS-UNIVERSITY,ANTRIM,54.5840,-5.9350,1851,1956,1262,10
BELFORD-MIDDLETON-HALL,NORTHUMBERLAND,55.6130,-1.8507,1864,1914,599,13
BELFORD-NEWLANDS,NORTHUMBERLAND,55.5833,-1.8175,1927,1960,399,9
BELLARENA,LONDONDERRY,55.1112,-6.9617,1864,1949,939,93
BELLEEK-HERONSHAW,FERMANAGH,54.4787,-8.0918,1879,1960,981,3
BELLINGHAM-HESLEYSIDE,NORTHUMBERLAND,55.1473,-2.2902,1863,1881,216,12
BELLINGHAM-HIGHGREEN,NORTHUMBERLAND,55.2129,-2.3017,1907,1960,636,12
BELPER-FERNSLOPE,DERBYSHIRE,53.0254,-1.4781,1863,1926,384,384
BELPER-HERBERT-STRUTT-SCHOOL,DERBYSHIRE,53.0174,-1.4857,1910,1960,588,24
BELTURBET-CLOVERHILL,CAVAN,54.0848,-7.3708,1890,1933,514,14
BELTURBET-RED-HILLS,CAVAN,54.1003,-7.3189,1870,1902,395,1
BELVOIR-CASTLE,LEICESTERSHIRE,52.8945,-0.7750,1855,1940,1029,3
BEN-LEDI,PERTHSHIRE,56.2461,-4.3351,1853,1960,1272,24
BEN-LOMOND-DUCHRAY-VALLEY,STIRLINGSHIRE,56.1783,-4.5841,1853,1960,1268,28
BEN-NEVIS,INVERNESS,56.7961,-5.0047,1881,1904,256,32
BEN-VENUE-GLASAHOILE,PERTHSHIRE,56.2315,-4.4827,1914,1960,557,7
BENENDEN-SANATORIUM,KENT,51.0868,0.6173,1871,1943,810,66
BENMORE,ARGYLL,56.0276,-4.9840,1883,1960,912,24
BENNINGTON-HOUSE,HERTFORDSHIRE,51.8848,-0.0969,1884,1919,432,0
BENSON-OBSERVATORY,OXFORDSHIRE,51.6216,-1.1029,1914,1927,163,5
BENTLEY-COLLIERY,YORKSHIRE WEST RIDING,53.5592,-1.1395,1928,1960,390,6
BERE-REGIS-BARROW-HILL,DORSET,50.7544,-2.2197,1887,1952,759,33
BERE-REGIS-BLOXWORTH-RECTORY,DORSET,50.7500,-2.1672,1887,1915,348,0
BERKELEY-GLOUCESTER,GLOUCESTERSHIRE,51.6880,-2.4571,1869,1952,1008,0
BERKELEY-SHARPNESS-DOCKS,GLOUCESTERSHIRE,51.7220,-2.4806,1877,1960,1008,0
BERKHAMPSTEAD,HERTFORDSHIRE,51.7588,-0.5665,1848,1885,452,4
BERKHAMPSTEAD-ROSEBANK,HERTFORDSHIRE,51.7575,-0.5729,1885,1916,381,3
BERKHAMPSTEAD-ROSSWAY,HERTFORDSHIRE,51.7553,-0.6120,1921,1960,464,16
BERMONDSEY-SOUTHWARK-PARK,LONDON COUNTY,51.4947,-0.0524,1904,1960,665,19
BERRIEDALE-LANGWELL,CAITHNESS,58.1813,-3.5270,1896,1960,701,79
BERRIEW-BRITHDIR-HALL,MONTGOMERYSHIRE,52.6152,-3.1919,1917,1960,526,2
BERRIEW-GLYNCOGEN,MONTGOMERYSHIRE,52.6179,-3.2776,1932,1945,167,1
BERWICK-ON-TWEED-RAMPARTS,NORTHUMBERLAND,55.7685,-1.9984,1923,1960,451,5
BERWICK-PAXTON-HOUSE,BERWICKSHIRE,55.7612,-2.1109,1879,1888,106,14
BESSBROOK-THE-WOODHOUSE,ARMAGH,54.1939,-6.3903,1919,1960,498,6
BETCHWORTH-BROCKHAM-LODGE,SURREY,51.2349,-0.2883,1855,1865,127,5
BETHESDA-ST-ANNES-VICARAGE,CAERNARFONSHIRE,53.1775,-4.0768,1900,1934,420,0
BETHNAL-GREEN-VICTORIA-PARK,LONDON COUNTY,51.5342,-0.0478,1904,1960,552,132
BETTWS-Y-COED-RHYDYCREUA,DENBIGHSHIRE,53.0967,-3.7906,1924,1948,274,26
BETTYHILL,SUTHERLAND,58.5287,-4.2188,1898,1919,249,15
BEVERLEY-ALEXANDRA-TERRACE,YORKSHIRE EAST RIDING,53.8420,-0.4380,1868,1893,306,6
BEVERLEY-BROADGATE,YORKSHIRE EAST RIDING,53.8260,-0.4590,1890,1956,783,21
BEVERLEY-HULL-BRIDGE,YORKSHIRE EAST RIDING,53.8700,-0.4000,1885,1960,907,5
BEVERLEY-NEW-WALK,YORKSHIRE EAST RIDING,53.8480,-0.4400,1894,1940,564,0
BEWCASTLE-ASHYCROFT,CUMBERLAND,55.0846,-2.6798,1914,1960,320,244
BEWDLEY-MAWLEY-HALL,SHROPSHIRE,52.3739,-2.4597,1835,1861,192,132
BEWDLEY-WINTERDYNE,WORCESTERSHIRE,52.3690,-2.3099,1881,1953,851,25
BEXHILL-THE-GRANGE,SUSSEX,50.8444,0.4780,1871,1904,405,3
BICESTER-MIDDLETON-PARK,OXFORDSHIRE,51.9067,-1.2383,1878,1960,981,15
BICESTER-OXON,OXFORDSHIRE,51.8953,-1.1469,1852,1860,97,11
BICKLEIGH-ROBOROUGH-RES,DEVON,50.4483,-4.1075,1892,1958,803,1
BICKNOLLER-WEACOMBE-HOUSE,SOMERSET,51.1577,-3.2755,1904,1960,552,132
BIDDULPH-GRANGE,STAFFORDSHIRE,53.1290,-2.1599,1914,1960,468,96
BIDEFORD-GAMMATON-WW,DEVON,51.0070,-4.1651,1888,1960,780,96
BIDEFORD-HEALE-HOUSE,DEVON,50.9912,-4.2104,1876,1891,192,0
BIDEFORD-HORWOOD,DEVON,51.0281,-4.1353,1872,1922,604,8
BIDEFORD-JENNETTS-RES,DEVON,51.0009,-4.2175,1922,1960,416,52
BIDEFORD-NORTHAM-VIC,DEVON,51.0384,-4.2150,1865,1916,620,4
BIDEFORD-ORLEIGH-COURT,DEVON,50.9786,-4.2393,1878,1939,739,5
BIDEFORD-WEBBERY,DEVON,51.0137,-4.1359,1903,1935,396,0
BIDFORD-MOOR-HALL,WARWICKSHIRE,52.1824,-1.8727,1907,1960,648,0
BIDSTON-OBSERVATORY,CHESHIRE,53.4002,-3.0753,1867,1960,1128,0
BIGGAR-CAMBUS-WALLACE,LANARKSHIRE,55.6307,-3.5152,1872,1921,588,12
BIGGAR-SHIELDHILL,LANARKSHIRE,55.6469,-3.5810,1906,1958,628,8
BIGGLESWADE,BEDFORDSHIRE,52.0861,-0.2647,1866,1896,360,12
BIGGLESWADE-OLD-WARDEN,BEDFORDSHIRE,52.0794,-0.3213,1877,1915,456,12
BIGGLESWADE-WW,BEDFORDSHIRE,52.0587,-0.2365,1907,1960,564,84
BILLERICAY-RAMSDEN-HALL,ESSEX,51.6309,0.4491,1901,1948,569,7
BILLERICAY-SERVICE-TANK,ESSEX,51.6208,0.4168,1909,1957,585,3
BILLINGBOROUGH,LINCOLNSHIRE,52.8950,-0.3400,1937,1960,288,0
BILSTON-THE-LUNT-OUTFALL,STAFFORDSHIRE,52.5681,-2.0575,1904,1960,671,13
BINEGAR-GURNEYSLADE,SOMERSET,51.2426,-2.5300,1908,1960,636,0
BINGFIELD-HOUSE-NORTHUMBERLAND,NORTHUMBERLAND,55.0548,-2.0284,1864,1892,241,107
BINGHAMS-MELCOMBE-BLANDFORD,DORSET,50.8180,-2.3250,1869,1880,143,1
BINGLEY-GILSTEAD-FILTERS,YORKSHIRE WEST RIDING,53.8507,-1.8206,1886,1960,900,0
BINGLEY-ST-IVES-RESEARCH-STATION,YORKSHIRE WEST RIDING,53.8463,-1.8617,1934,1960,317,7
BINGLEY-SUNNYDALE,YORKSHIRE WEST RIDING,53.8849,-1.8509,1879,1960,977,7
BIRCHINGTON-FERNLEIGH,KENT,51.3783,1.3223,1886,1918,396,0
BIRDSALL-GDNS,YORKSHIRE EAST RIDING,54.0750,-0.7500,1907,1960,648,0
BIRMINGHAM-BLOOMSBURY-ST,WARWICKSHIRE,52.4922,-1.8731,1861,1884,276,12
BIRMINGHAM-BOTANIC-GARDENS,WARWICKSHIRE,52.4665,-1.9322,1868,1906,468,0
BIRMINGHAM-CALTHORPE,WARWICKSHIRE,52.4696,-1.9203,1855,1870,187,5
BIRMINGHAM-CAMP-HILL,WARWICKSHIRE,52.4685,-1.8784,1853,1862,120,0
BIRMINGHAM-EDGBASTON,WARWICKSHIRE,52.4755,-1.9337,1893,1960,816,0
BIRMINGHAM-ERDINGTON,WARWICKSHIRE,52.5231,-1.8511,1912,1960,588,0
BIRMINGHAM-PHIL-INST,WARWICKSHIRE,52.4802,-1.8975,1836,1845,112,8
BIRMINGHAM-SELLY-OAK-LODGE-HILL,WARWICKSHIRE,52.4405,-1.9588,1896,1930,396,24
BIRMINGHAM-SHELDON-RECTORY,WARWICKSHIRE,52.4520,-1.7792,1885,1910,302,10
BIRMINGHAM-SPARKHILL,WARWICKSHIRE,52.4512,-1.8513,1905,1955,609,3
BIRMINGHAM-THE-CRESCENT,WARWICKSHIRE,52.4800,-1.9116,1884,1925,504,0
